id_podcast;Title;URL;Artist;Views;Duration;Likes;Publish Date;Description
32;7 Lessons from a 137 Year Old Brand - John Murphy | Endgame #154 (Luminaries);https://www.youtube.com/watch?v=l6SqTo-wrc8;Gita Wirjawan;25468;PT52M3S;544;2023-09-20T10:45:09Z;"Gita Wirjawan engages in a conversation with John Murphy, the President and CFO of The Coca-Cola Company, to delve into 7 pivotal topics in today's and tomorrow's business landscape. Furthermore, John imparts 7 fundamental messages for the younger generation based on his perspective and extensive experience guiding a multinational corporation that has operated since the late 19th century. ------------------------ Supplementary Readings: http://www.periplus.com/p/9781846045073/?utm_source=EG&utm_medium=Luminaries http://www.periplus.com/p/9780812973815/?utm_source=EG&utm_medium=Luminaries ------------------------ Addendum: https://sgpp.me/eps154notes ------------------------ SGPP Indonesia Master of Public Policy: admissions@sgpp.ac.id https://admissions.sgpp.ac.id https://wa.me/628111522504 Other ""Endgame"" episode playlists: https://www.youtube.com/playlist?list=PL-hh_bKgnJ6E7nT9hEMIOYvegHEoeuezf https://www.youtube.com/playlist?list=PL-hh_bKgnJ6GMirnRoVac4TFpkQb85LqD https://www.youtube.com/playlist?list=PL-hh_bKgnJ6GKWds018OKy75Vw1bcCH_S Visit and subscribe: https://youtube.com/@SGPPIndonesia https://www.youtube.com/@VisinemaPictures ------------------------ Chapters 0:00:00 - Intro 0:01:06 - Background 0:06:12 - Waste 0:17:39 - Water 0:24:30 - Women 0:26:15 - Wellbeing 0:30:38 - Wisdom 0:43:16 - Whilom 0:46:16 - Wish"
33;Gotong Royong untuk Tiga Nol Keberlanjutan Indonesia | Endgame #153;https://www.youtube.com/watch?v=oTAtaRgu4AE;Gita Wirjawan;163354;PT1H50M38S;1827;2023-09-14T12:54:17Z;"Gita Wirjawan dan Tanah Sullivan bertukar pandangan mengenai arah ekonomi ‘berkelanjutan’ Indonesia dan bagaimana GoTo dan para mitranya (Denica Riadini-Flesch dari SukkhaCitta dan Gita Syahrani dari Lingkar Temu Kabupaten Lestari) berupaya mencapai Komitmen Tiga Nol pada tahun 2030—sebagai satu ekosistem. ------------------------ Lebih Dalam Mengenai Komitmen Keberlanjutan Tiga Nol GoTo: https://www.gotocompany.com/our-commitments Lengkapi Percakapan Ini dengan Bacaan Berikut: “Five Times Faster: Rethinking the Science, Economics, and Diplomacy of Climate Change” (2023) https://www.periplus.com/p/9781009326490?utm_source=EG&utm_medium=Gangbusting “Entrepreneurial Marketing: Beyond Professionalism to Creativity, Leadership, and Sustainability” (2023) https://www.periplus.com/p/9781119835202?utm_source=EG&utm_medium=Gangbusting ------------------------ Risalah Episode Ini: https://sgpp.me/eps153notes ------------------------ Berminat menjadi pemimpin visioner berikutnya? Hubungi SGPP Indonesia di: admissions@sgpp.ac.id https://admissions.sgpp.ac.id https://wa.me/628111522504 Playlist episode ""Endgame"" lainnya: https://www.youtube.com/playlist?list=PL-hh_bKgnJ6FqDJwTs5YB3xMvQrFCDSoJ https://www.youtube.com/playlist?list=PL-hh_bKgnJ6GMirnRoVac4TFpkQb85LqD https://www.youtube.com/playlist?list=PL-hh_bKgnJ6GKWds018OKy75Vw1bcCH_S Kunjungi dan subscribe: https://youtube.com/@SGPPIndonesia https://youtube.com/@VisinemaPictures ------------------------ Bagian 00:00:00 - Tentang Narator & Episode Ini 00:02:24 - Ekologi, Ekonomi, Ekuitas 00:21:17 - Dilema Harga & Budaya 00:40:11 - Sistem & Talenta 01:02:51 - Peran Konsumen & Warga 01:27:54 - Berpikir, Berbahasa, Berbangsa"
34;Jalan Panjang dan Sunyi Saintis | Endgame #152;https://www.youtube.com/watch?v=AFignAdpPxU;Gita Wirjawan;365917;PT1H42M7S;8958;2023-09-07T10:30:10Z;"Gita Wirjawan bertemu dengan 3 ilmuwan Indonesia dari 3 benua yang berbeda untuk menjawab 3 pertanyaan besar nasional hari ini: Ke mana bangsa ini harus mengarah? Bagaimana mengobati pemahaman investasi pendidikan yang salah kaprah? Mengapa kita butuh ‘diplomat sains’ dengan rancang pikir yang gagah? Tentang Narator: Sastia Putri adalah Associate Profesor bidang ilmu Bioteknologi di Osaka University, Jepang yang sekaligus menjabat sebagai Ketua dari organisasi i4 (Ikatan Ilmuwan Indonesia Internasional). Haryadi Gunawi merupakan Associate Professor Ilmu Komputer di University of Chicago, Amerika Serikat yang juga merupakan kepala dari UChicago systems research on Availability, Reliability, and Efficiency (UCARE). Bagus Muljadi ialah Associate Professor termuda di University of Nottingham, Inggris, Britania Raya. Ia juga memimpin kerja sama lintasdisiplin antara UK dengan Indonesia sebagai koordinator di UKICIS (UK-Indonesia Consortium). ------------------------ Lengkapi Percakapan Ini dengan Bacaan Berikut: https://www.periplus.com/p/9781137384829/?utm_source=EG&utm_medium=Gangbusting https://www.periplus.com/p/9783319195056/?utm_source=EG&utm_medium=Gangbusting ------------------------ Risalah Episode Ini: https://sgpp.me/eps152notes ------------------------ Berminat menjadi pemimpin visioner berikutnya? Hubungi SGPP Indonesia di: admissions@sgpp.ac.id https://admissions.sgpp.ac.id https://wa.me/628111522504 Playlist episode ""Endgame"" lainnya: https://www.youtube.com/playlist?list=PL-hh_bKgnJ6FqDJwTs5YB3xMvQrFCDSoJ https://www.youtube.com/playlist?list=PL-hh_bKgnJ6GMirnRoVac4TFpkQb85LqD https://www.youtube.com/playlist?list=PL-hh_bKgnJ6GKWds018OKy75Vw1bcCH_S Kunjungi dan subscribe: https://youtube.com/@SGPPIndonesia https://youtube.com/@VisinemaPictures ------------------------ Bagian 00:00:00 - Kegelisahan 00:07:00 - Membangun Komunitas Epistemik 00:17:46 - Dari Rumah ke 'Senayan' 00:24:00 - Pulang atau Berkarya di Luar? 00:37:54 - Politisasi Edukasi 00:52:38 - Dunia Berhutang pada Indonesia 01:10:42 - Pendidikan: Hak atau Komoditas? 01:29:18 - Berpikir Progresif"
35;Topang Bangsa Lewat Perangkat Lunak - Suwandi Soh | Endgame #151;https://www.youtube.com/watch?v=EesIeiojw08;Gita Wirjawan;55521;PT1H19M;1324;2023-08-30T10:30:10Z;"Gita Wirjawan juga akan turut meramaikan Mekari Conference 2023 pada tanggal 7 September mendatang, membahas peran swasta dalam memajukan bangsa. Telusuri mekariconference.com untuk informasi lebih lanjut. ------------------------ CEO dan Founder dari Mekari, Suwandi Soh, menjabarkan beberapa data menarik tentang produktivitas Usaha Mikro, Kecil, dan Menangah di Indonesia — serta bagaimana perusahaan miliknya dapat membantu memperbaiki kenyataan tersebut lewat digitalisasi dan perkembangan teknologi mutakhir belakangan. Percakapan ini tidak mungkin terjadi tanpa dukungan mekari.com, platform software-as-a-service (SaaS) yang menopang produktivitas lebih dari satu juta bisnis di Indonesia. ------------------------ Risalah Episode Ini: https://sgpp.me/eps151notes ------------------------ Berminat menjadi pemimpin visioner berikutnya? Hubungi SGPP Indonesia di: admissions@sgpp.ac.id https://admissions.sgpp.ac.id https://wa.me/628111522504 Playlist episode ""Endgame"" lainnya: https://www.youtube.com/playlist?list=PL-hh_bKgnJ6FqDJwTs5YB3xMvQrFCDSoJ https://www.youtube.com/playlist?list=PL-hh_bKgnJ6GMirnRoVac4TFpkQb85LqD https://www.youtube.com/playlist?list=PL-hh_bKgnJ6GKWds018OKy75Vw1bcCH_S Dengarkan juga di Spotify: https://endgame.id/spotify Kunjungi dan subscribe: https://youtube.com/@SGPPIndonesia https://youtube.com/@VisinemaPictures ------------------------ Bagian 0:00:00 - Intro 0:01:05 - Menghadapi Ketidaknyamanan 0:13:37 - Keputusan Sulit: Global vs Lokal 0:26:43 - Kue Ekonomi UMKM 0:39:43 - Talenta & Literasi Digital 1:01:42 - Data & Dana"
36;Ekologi, Ekonomi & Lomba Menuju Cukup - Gita Syahrani | Endgame #150;https://www.youtube.com/watch?v=6y2kZMYfkpQ;Gita Wirjawan;96506;PT1H37M13S;2024;2023-08-24T11:00:09Z;"Kadang kita terlalu sibuk mencari jawaban di luar diri. Seringkali kita lupa bahwa mungkin saja kebijaksanaan masa lalu peninggalan nenek moyang adalah jalan keluar dari masalah yang kita hadapi hari ini dan modal untuk masa depan yang lebih baik. Sejatinya, jawaban yang kita tunggu telah kita miliki — pertanyaannya, apakah kita siap untuk mengingatnya? Gita Syahrani, pegiat gotong royong di bidang kelestarian, menceritakan bagaimana Indonesia bisa berdaya dengan mengelola keanekaragaman hayati yang ada di berbagai daerah secara bijak dan ‘cukup’ lewat skema bioekonomi. Gotong royong berbagai pihak lintas sektor dan geografis yang terjalin bukan hanya lewat logika tapi juga rasa jadi kunci keberhasilan perjalanan bersama. Gita Syahrani adalah Kepala Sekretariat tahun 2017—2023 dari Lingkar Temu Kabupaten Lestari (LTKL) sebuah asosiasi pemerintah kabupaten untuk mewujudkan pola pembangunan yang menjaga lingkungan & menyejahterakan masyarakat lewat gotong royong. Gita juga menjabat sebagai Ketua Dewan Pengurus dari Koalisi Ekonomi Membumi (KEM) yang terbentuk di tahun 2022 sebagai upaya mendorong bisnis dan investasi lestari terhubung dengan daerah yang juga lestari di Indonesia. ------------------------ Risalah Episode Ini: https://sgpp.me/eps150notes ------------------------ Berminat menjadi pemimpin visioner berikutnya? Hubungi SGPP Indonesia di: admissions@sgpp.ac.id https://admissions.sgpp.ac.id https://wa.me/628111522504 Playlist episode ""Endgame"" lainnya: https://www.youtube.com/playlist?list=PL-hh_bKgnJ6G4IHdJMi5anAyASCyDrmot https://www.youtube.com/playlist?list=PL-hh_bKgnJ6GMirnRoVac4TFpkQb85LqD https://www.youtube.com/playlist?list=PL-hh_bKgnJ6GKWds018OKy75Vw1bcCH_S Dengarkan juga di Spotify: https://endgame.id/spotify Kunjungi dan subscribe: https://youtube.com/@SGPPIndonesia https://youtube.com/@VisinemaPictures ------------------------ Bagian 0:00:00 - Intro 0:01:25 - Menjadi Aktivis 0:16:46 - Kembali ke Akar 0:48:07 - Teknologi & Lingkungan 1:06:26 - Gotong Royong Keberlanjutan 1:26:44 - Solusi Polusi"
37;What’s Next for Southeast Asia’s Longest-Running Literature Festival? | Endgame #149;https://www.youtube.com/watch?v=PnO1bmwvQ9Y;Gita Wirjawan;56916;PT1H29M57S;1631;2023-08-16T10:30:08Z;"What does it mean to be literate? Why “back to books” is the answer to the current intellectual and sensibility crises? How do we regenerate Indonesian authors and readers at scale? In this multi-narrator conversation, two literacy enthusiasts — Laksmi and Janet DeNeefe — discuss the literature landscape in Indonesia and how technology might play a role in altering the condition, for better or worse. ------------------------ Episode Notes: https://sgpp.me/eps149notes ------------------------ SGPP Indonesia Master of Public Policy: admissions@sgpp.ac.id https://admissions.sgpp.ac.id https://wa.me/628111522504 Other ""Endgame"" episode playlists: https://www.youtube.com/playlist?list=PL-hh_bKgnJ6E7nT9hEMIOYvegHEoeuezf https://www.youtube.com/playlist?list=PL-hh_bKgnJ6GMirnRoVac4TFpkQb85LqD https://www.youtube.com/playlist?list=PL-hh_bKgnJ6GKWds018OKy75Vw1bcCH_S Listen on Spotify: https://endgame.id/spotify Visit and subscribe: https://youtube.com/@SGPPIndonesia https://www.youtube.com/@VisinemaPictures ------------------------ Chapters 0:00:00 - Intro 0:04:03 - UWRF & UFF 0:07:18 - Futility vs Utility 0:14:31 - Popularizing Literacy 0:25:31 - Language & Translation 0:36:06 - Sensibility & Spirituality 0:49:00 - Sustainability 1:01:04 - Creating Reading Culture 1:13:35 - Dilemma of Moving Forward"
38;Monopoli atau Kompetisi: Masa Depan Health-tech Indonesia | Endgame #148;https://www.youtube.com/watch?v=vyjLXi8v70E;Gita Wirjawan;52423;PT1H50M21S;1083;2023-08-10T10:30:08Z;"Endgame terus berevolusi dengan format baru: urun suara multi-narator membahas teknologi layanan kesehatan di Indonesia. Mulai dari menjaga privasi data, keterbukaan industri, hingga deteksi penyakit tidak menular. Bersama Jockie Heruseon (VP Business and Development Telkomsel), Reynazran Royono (Founder dan CEO Fita), dan Jessy Abdurrahman (Founder dan CEO Zi.Care). Sebuah kolaborasi dengan T-Connext. ------------------------ Risalah Episode Ini: https://sgpp.me/eps148notes ------------------------ Berminat menjadi pemimpin visioner berikutnya? Hubungi SGPP Indonesia di: admissions@sgpp.ac.id https://admissions.sgpp.ac.id https://wa.me/628111522504 Playlist episode ""Endgame"" lainnya: https://www.youtube.com/playlist?list=PL-hh_bKgnJ6G4IHdJMi5anAyASCyDrmot https://www.youtube.com/playlist?list=PL-hh_bKgnJ6GMirnRoVac4TFpkQb85LqD https://www.youtube.com/playlist?list=PL-hh_bKgnJ6GKWds018OKy75Vw1bcCH_S Dengarkan juga di Spotify: https://endgame.id/spotify Kunjungi dan subscribe: https://youtube.com/@SGPPIndonesia https://youtube.com/@VisinemaPictures ------------------------ Bagian 0:00:00 - Intro 0:03:33 - Digitalisasi 0:10:47 - Kesempatan yang Hilang 0:20:06 - Penyakit Tidak Menular 0:26:33 - Dokter vs Sistem 0:39:47 - Monopoli vs Kompetisi 0:47:54 - Demokratisasi Data 0:58:32 - Mengukur Dampak 1:07:20 - FOMO Pendanaan 1:20:53 - AI di Sektor Kesehatan 1:44:12 - Dear Pemain Health-tech Lain..."
39;Selancar: Magnet Pesohor Dunia ke Indonesia - Tipi Jabrik | Endgame #147;https://www.youtube.com/watch?v=D3SBDLFjUvU;Gita Wirjawan;65159;PT1H34M51S;1395;2023-07-27T10:30:10Z;"Laut mengajarkan manusia tentang ketabahan. Dari rembulan yang terus mengekang permukaan. Laut mengajarkan manusia tentang kegigihan. Bagaimana gelombang tak pernah letih menyentuh daratan. Laut mengajarkan manusia tentang kesederhanaan. Enggan tunduk pada kesombongan, meski miliknya selaksa kemegahan. Alam selalu punya caranya sendiri untuk selalu mengingatkan betapa kecilnya, silapnya, dan luputnya kita. Kali ini, alam bersuara lewat Tipi Jabrik — seorang peselancar tersohor asal Bali yang bermimpi agar suatu hari nanti olahraga yang digelutinya dapat dicintai masyarakat Indonesia. Dalam percakapan ini, Tipi menggambarkan bagaimana keberkahan geografis dan kekayaan antropologis masyarakat pesisir Indonesia masih belum dimanfaatkan secara optimal untuk pengembangan selancar. ------------------------ Berminat menjadi pemimpin visioner berikutnya? Hubungi SGPP Indonesia di: admissions@sgpp.ac.id https://admissions.sgpp.ac.id https://wa.me/628111522504 Playlist episode ""Endgame"" lainnya: https://www.youtube.com/playlist?list=PL-hh_bKgnJ6G4IHdJMi5anAyASCyDrmot https://www.youtube.com/playlist?list=PL-hh_bKgnJ6GMirnRoVac4TFpkQb85LqD https://www.youtube.com/playlist?list=PL-hh_bKgnJ6GKWds018OKy75Vw1bcCH_S Dengarkan juga di Spotify: https://endgame.id/spotify Kunjungi dan subscribe: https://youtube.com/@SGPPIndonesia https://youtube.com/@VisinemaPictures ------------------------ Bagian 00:00:00 - Intro 00:01:14 - Tumbuh Bersama Laut 00:15:29 - Daya Tarik & Pesona Selancar 00:30:22 - Berkah yang Disia-siakan 00:43:20 - Olahraga yang Underrated 01:02:29 - Quick Silver-nya Indonesia 01:14:13 - Endgame"
40;Dunia Distopia Baskara Putra @Hindia | Endgame #146;https://www.youtube.com/watch?v=TTxxp--l4I4;Gita Wirjawan;410524;PT1H25S;10600;2023-07-19T11:32:15Z;"Baskara ‘Hindia’ Putra, musisi Indonesia yang terkenal karena gaya kepenulisan lagunya, membagikan pemikirannya tentang isu kesehatan mental, apa artinya menjadi masyarakat, dan pandangan distopia masa depan bangsa kita. ------------------------ Berminat menjadi pemimpin visioner berikutnya? Hubungi SGPP Indonesia di: admissions@sgpp.ac.id https://admissions.sgpp.ac.id https://wa.me/628111522504 Playlist episode ""Endgame"" lainnya: https://www.youtube.com/playlist?list=PL-hh_bKgnJ6G4IHdJMi5anAyASCyDrmot https://www.youtube.com/playlist?list=PL-hh_bKgnJ6GMirnRoVac4TFpkQb85LqD https://www.youtube.com/playlist?list=PL-hh_bKgnJ6GKWds018OKy75Vw1bcCH_S Dengarkan juga di Spotify: https://endgame.id/spotify Kunjungi dan subscribe: https://youtube.com/@SGPPIndonesia https://youtube.com/@VisinemaPictures ------------------------ Bagian 00:00 - Intro 01:16 - Masa Kecil 08:23 - Kepenulisan Lirik 12:26 - Isu Mental Salah Siapa? 18:18 - Dear First Voters... 28:33 - Terkikisnya Harapan 38:51 - Kemasan Juga Penting 47:27 - Kritik Itu Bentuk Cinta"
41;Dua Milenium yang Hilang dari Indonesia - Asisi Suhariyanto | Endgame #145;https://www.youtube.com/watch?v=bh8l-nPH19w;Gita Wirjawan;1036312;PT1H44M8S;14264;2023-07-05T10:30:11Z;"“Sejarah bukan tentang masa lalu, tetapi tentang masa depan,” ujar Fransiskus Asisi Suhariyanto, seorang pengamat sejarah klasik Indonesia yang terkenal lewat karya liputannya di @ASISIChannel . Bak sebuah kapsul waktu, diskusi ini mengajak kita untuk menelisik kegagahan dan kejayaan peradaban bangsa. Tak luput kesilapan dan keruntuhannya. Dikemas dengan kebijaksanaan — sebagai pengingat, sekaligus pembelajaran. Agar kilau masa depan dan iming-iming kemajuan tak membutakan jati diri kita sebenarnya. Asisi membahas esensi sejarah yang baginya lebih dari hanya sekadar hikayat, legenda, dan hapalan peristiwa, namun pelajaran yang harus menjadi pondasi dalam membangun hari esok. Ia juga meninjau kisah sarat makna dari panjangnya sejarah Nusantara dan ratusan candi yang dikunjunginya. ------------------------ Risalah Episode Ini: https://endgame.id/eps145notes ------------------------ Berminat menjadi pemimpin visioner berikutnya? Hubungi SGPP Indonesia di: admissions@sgpp.ac.id https://admissions.sgpp.ac.id https://wa.me/628111522504 Playlist episode ""Endgame"" lainnya: https://www.youtube.com/playlist?list=PL-hh_bKgnJ6G4IHdJMi5anAyASCyDrmot https://www.youtube.com/playlist?list=PL-hh_bKgnJ6GMirnRoVac4TFpkQb85LqD https://www.youtube.com/playlist?list=PL-hh_bKgnJ6GKWds018OKy75Vw1bcCH_S Dengarkan juga di Spotify: https://endgame.id/spotify Kunjungi dan subscribe: https://youtube.com/@SGPPIndonesia https://youtube.com/@VisinemaPictures ------------------------ Bagian 0:00:00 - Intro 0:01:03 - Kekuatan Bernarasi 0:16:05 - Perjalanan Mencari Kemanusiaan 0:30:22 - Mahakarya Masa Lalu 0:47:38 - Hilangnya Keindonesiaan 0:59:23 - Kebijaksanaan Nenek Moyang 1:15:05 - Cut, Copy, Paste Sejarah 1:28:37 - Jati Diri Nusantara"
42;Indonesians Cracking the Code of Silicon Valley - Kevin Chandra | Endgame #144;https://www.youtube.com/watch?v=WYvXTYKerOU;Gita Wirjawan;58775;PT1H7M44S;1352;2023-06-29T10:30:11Z;"Come along on an exciting journey with Kevin Chandra, a daring young entrepreneur from Indonesia, as he recounts his startup odyssey in one of the harshest business environments—the Bay Area, if not the most. In the conversation, Kevin graciously imparts his insights gained from working closely with influential individuals and renowned organizations in Silicon Valley. About the guest: Kevin Chandra is the co-founder and CEO of Typedream, an Indonesian-founded no-code website builder. About the host: Gita Wirjawan—who is also from Indonesia—is an educator, entrepreneur, and currently a visiting scholar at Stanford University’s Walter H. Shorenstein Asia-Pacific Research Center (APARC). ----------------- Episode Notes: https://endgame.id/eps144notes ----------------- SGPP Indonesia Master of Public Policy: admissions@sgpp.ac.id https://admissions.sgpp.ac.id https://wa.me/628111522504 Other ""Endgame"" episode playlists: https://www.youtube.com/playlist?list=PL-hh_bKgnJ6E7nT9hEMIOYvegHEoeuezf https://www.youtube.com/playlist?list=PL-hh_bKgnJ6GMirnRoVac4TFpkQb85LqD https://www.youtube.com/playlist?list=PL-hh_bKgnJ6GKWds018OKy75Vw1bcCH_S Listen on Spotify: https://endgame.id/spotify Visit and subscribe: https://youtube.com/@SGPPIndonesia https://www.youtube.com/@VisinemaPictures ----------------- Chapters 0:00:00 - Intro 0:00:39 - Childhood 0:06:32 - Friendship in Business 0:17:25 - Stealing Wisdom from Silicon Valley 0:25:51 - Sam Altman & AI Black Box 0:34:07 - Uncertainties of AGI 0:45:21 - Future Jobs 0:57:34 - Biggest Invisible Country 1:01:50 - Revisiting the Past"
43;Dr. Yasantha: AI vs AGI & Homo Sapiens’ Next Chapter | Endgame #143 (Luminaries);https://www.youtube.com/watch?v=HXM089acVZ0;Gita Wirjawan;49138;PT1H31M49S;1215;2023-06-21T11:30:13Z;"Step into the captivating world of AI with the esteemed Yasantha Rajakarunanayake, an unrivaled expert at the forefront of this technological revolution. Prepare to embark on a mind-bending journey as he unveils the answers to our deepest curiosities about the wondrous realm of Artificial Intelligence. Rajakarunanayake takes us by the hand and guides us through the enigmatic wonders of AI, unraveling its secrets and shedding light on its transformative power. Join us as we delve into the depths of this mesmerizing domain, unlocking the mysteries and uncovering the awe-inspiring potential of AI under the expert guidance of Yasantha Rajakarunanayake. About the guest: Yasantha Rajakarunanayake is a highly experienced senior technologist and scientist in the Bay Area high-tech industry with over 30 years of experience. He is renowned for his expertise in Artificial Intelligence (AI) and has an impressive patent portfolio of 131 granted and pending patents covering areas like AI, WiFi, digital satellite communication, video, and DSL. About the host: Gita Wirjawan is an Indonesian educator, entrepreneur, and currently visiting scholar at Stanford University: The Shorenstein Asia-Pacific Research Center (APARC). ----------------- Episode Notes: https://endgame.id/eps143notes ----------------- SGPP Indonesia Master of Public Policy: admissions@sgpp.ac.id https://admissions.sgpp.ac.id https://wa.me/628111522504 Other ""Endgame"" episode playlists: https://www.youtube.com/playlist?list=PL-hh_bKgnJ6E7nT9hEMIOYvegHEoeuezf https://www.youtube.com/playlist?list=PL-hh_bKgnJ6GMirnRoVac4TFpkQb85LqD https://www.youtube.com/playlist?list=PL-hh_bKgnJ6GKWds018OKy75Vw1bcCH_S Listen on Spotify: https://endgame.id/spotify Visit and subscribe: https://youtube.com/@SGPPIndonesia https://www.youtube.com/@VisinemaPictures ----------------- Chapters 0:00:00 - Intro 0:01:43 - Bezos' Math Problem & Invention Journey 0:13:57 - From AI to AGI 0:24:21 - Regulating AI, Stifling Innovation? 0:39:21 - Disintellectualization & Elitization 0:48:40 - AI for Sustainability: The Dilemma 1:05:13 - AI Economy vs Morality 1:23:07 - Can AI Makes Us Happier?"
44;Saving Democracy from China, Russia, AI, and Ego - Larry Diamond | Endgame #142 (Luminaries);https://www.youtube.com/watch?v=XT9Ev5O2LN4;Gita Wirjawan;24019;PT58M45S;451;2023-05-26T10:45:12Z;"Larry Diamond, a senior Fellow at the Hoover Institution, FSI, and professor of political science and sociology at Stanford shares his view on the state of democracy and suggests approaches to sustain and promote democratic values in a changing world. Larry Diamond is known as an American political sociologist and leading contemporary scholar in the field of democracy studies. He has also edited or coedited more than fifty books on democratic development around the world. Mr. Diamond invents the term “Democratic Recession”. The host, Gita Wirjawan, is an Indonesian entrepreneur, educator, and currently a visiting scholar at APARC, Stanford. Recorded on May 11th, 2023 at Stanford University. ----------------- Episode Notes: https://endgame.id/eps142notes ----------------- SGPP Indonesia Master of Public Policy: admissions@sgpp.ac.id https://admissions.sgpp.ac.id https://wa.me/628111522504 Other ""Endgame"" episode playlists: https://www.youtube.com/playlist?list=PL-hh_bKgnJ6E7nT9hEMIOYvegHEoeuezf https://www.youtube.com/playlist?list=PL-hh_bKgnJ6GMirnRoVac4TFpkQb85LqD https://www.youtube.com/playlist?list=PL-hh_bKgnJ6GKWds018OKy75Vw1bcCH_S Listen on Spotify: https://endgame.id/spotify Visit and subscribe: https://youtube.com/@SGPPIndonesia https://www.youtube.com/@VisinemaPictures ----------------- Chapters 00:00 - Intro 01:26 - Reversing Democratic Recession 12:20 - Ideological Decay 29:28 - Ukraine: Democracy's Solidarity 36:54 - Geopolitical Pluralism 49:16 - Taiwan or South China Sea? 53:35 - AI, Deepfake, Social Media"
45;Karlina Supelli: Cipta, Rasa, Karsa Manusia Indonesia | Endgame #141 (Luminaries);https://www.youtube.com/watch?v=Io40wI5Abac;Gita Wirjawan;1235969;PT1H50M45S;21892;2023-05-23T10:45:10Z;"Filsuf terkemuka, aktivis kemanusiaan, dan astronom perempuan Indonesia pertama—Karlina Supelli—menceritakan kisah perjalanan hidupnya yang lekat dengan imajinasi, pentingnya menyelaraskan nalar dengan emosi, berpikir kritis, keberanian, dan budaya nonkonformis dalam membentuk kesadaran bermasyarakat. ------------------------ Risalah Episode Ini: https://endgame.id/eps141notes ------------------------ Berminat menjadi pemimpin visioner berikutnya? Hubungi SGPP Indonesia di: admissions@sgpp.ac.id https://admissions.sgpp.ac.id https://wa.me/628111522504 Playlist episode ""Endgame"" lainnya: https://www.youtube.com/playlist?list=PL-hh_bKgnJ6GB0q0UZpUOQUhjP68oioEA https://www.youtube.com/playlist?list=PL-hh_bKgnJ6GKWds018OKy75Vw1bcCH_S https://www.youtube.com/playlist?list=PL-hh_bKgnJ6E7nT9hEMIOYvegHEoeuezf Dengarkan juga di Spotify: https://endgame.id/spotify Kunjungi dan subscribe: https://youtube.com/@SGPPIndonesia https://youtube.com/@VisinemaPictures ------------------------ Bagian 00:00:00 - Intro 00:02:23 - Perjalanan Hidup 00:07:44 - Pendidikan atau Pelajaran? 00:18:14 - Makna Terpelajar 00:28:27 - Nasionalisme yang Sempit 00:39:41 - Menjadi Manusia Utuh 00:56:15 - Yang Hilang dari Indonesia 01:06:30 - Bermasyarakat 01:19:18 - Jalan Sepi Kepemimpinan 01:35:40 - Kebahagiaan dan Masa Depan"
46;Darren Walker: Justice in the Eyes of the Privileged | Endgame #140 (Luminaries);https://www.youtube.com/watch?v=4l8Rw-lB3vw;Gita Wirjawan;21514;PT1H10M37S;499;2023-05-19T11:00:11Z;"Darren Walker, the president of the Ford Foundation and one of the most respected figures in the world of philanthropy, shares his view on how shifting from charity to justice and investing in The Three I’s (Institution, Individuals, and Ideas) can help close the gap of inequality and thus save democracy. Mr. Walker also explains why mitigating the climate crisis and managing tech disruption is crucial in creating a more just world. About the Host: Gita Wirjawan is an entrepreneur, educator, and currently a visiting scholar at Stanford University at the Walter H. Shorenstein Asia-Pacific Research Center (APARC). ----------------- Episode Notes: https://endgame.id/eps140notes ----------------- SGPP Indonesia Master of Public Policy: admissions@sgpp.ac.id https://admissions.sgpp.ac.id https://wa.me/628111522504 Other ""Endgame"" episode playlists: https://www.youtube.com/playlist?list=PL-hh_bKgnJ6E7nT9hEMIOYvegHEoeuezf https://www.youtube.com/playlist?list=PL-hh_bKgnJ6GMirnRoVac4TFpkQb85LqD https://www.youtube.com/playlist?list=PL-hh_bKgnJ6GKWds018OKy75Vw1bcCH_S Listen on Spotify: https://endgame.id/spotify Visit and subscribe: https://youtube.com/@SGPPIndonesia https://www.youtube.com/@VisinemaPictures ----------------- Chapters 00:00 - Intro 02:20 - Rags to Riches 05:26 - Root Cause of Injustice 11:57 - Chasm of Inequality 18:27 - Imperfect Democracy 26:09 - Internationalization & Americanization 35:37 - Redefining ""Being Educated"" 42:38 - Hope in the Post-truth Era 51:50 - Complex World, Complex Leadership 59:06 - Climate Justice & AI Upheaval"
